Date,Open,High,Low,Close,Volume
2000-03-31,94.49449068293012,96.19176014799528,93.74453440766877,94.96814727783203,9249100
2000-04-03,94.81023673065438,95.52072143554688,93.90239516329174,95.52072143554688,8508200
2000-04-04,95.83652057377722,96.62594825560404,89.29413866063736,94.81026458740234,19585500
2000-04-05,93.38930911961887,95.2444644571599,93.23142355897708,94.21820831298828,8387200
2000-04-06,94.88920612749114,95.79704794984235,94.0997784558814,95.03722381591797,6378500
2000-04-07,95.7180952858541,96.073337701348,95.04708183436564,95.63915252685547,6023600
2000-04-10,95.83649507328569,96.69499744883922,94.92865348074632,95.26416015625,9624200
2000-04-11,94.73134335474886,95.75759957442531,93.70508713507242,94.98790740966797,9006400
2000-04-12,94.96813432204115,95.46152654108751,92.30381633919087,92.38275909423828,10779200
2000-04-13,93.1327055397232,93.5668906471345,90.80389450906262,91.09992980957031,12225800
2000-04-14,90.07367509954116,90.19208922105678,84.31085451911478,85.88970947265625,29604000
2000-04-17,85.3766110320286,88.88956451416016,85.06083993251116,88.88956451416016,23918200
2000-04-18,88.77114422909759,91.23810577392578,88.27775192013195,91.23810577392578,11069200
2000-04-19,91.25782033595456,91.65253409173292,90.01447200525276,90.38945007324219,6553700
2000-04-20,90.66582956857032,90.90265803065626,89.91587277196481,90.82371520996094,8537600
2000-04-24,89.3631889195769,90.50785874230999,88.73164694841381,89.83684539794922,12893100
2000-04-25,91.33678418416763,93.5669174194336,91.2183700300827,93.5669174194336,14102000
2000-04-26,93.44848493652343,93.9418771484375,92.2051365625,92.51103973388672,7711100
2000-04-27,90.31057279403896,93.05383538546629,90.31057279403896,92.2052001953125,15595300
2000-04-28,92.83669736994871,93.3794289128215,91.61308443692643,91.63282012939453,8743400
2000-05-01,92.56041142973959,93.77415669688862,92.10649043552125,92.87618255615234,7328300
2000-05-02,91.88938179909407,92.91563778138637,91.02101135253906,91.02101135253906,9411900
2000-05-03,90.94207666102353,90.94207666102353,88.27775800884511,88.88956451416016,12630700
2000-05-04,89.678991553961,89.90595202994483,88.88956381140852,89.56057739257812,5963600
2000-05-05,89.08688456483223,90.94203900636839,89.0079418226392,90.64600372314453,7862400
2000-05-08,90.15264563870637,90.54735949877076,89.58031054161302,89.96515655517578,5064100
2000-05-09,90.35004181758539,90.56713453492777,88.58369652648143,89.24484252929688,5620300
2000-05-10,88.73165517953726,89.02769050598144,86.99491459773137,87.23174285888672,10293900
2000-05-11,88.49488433993145,89.36325519429296,87.86334190039581,89.22510528564453,7091100
2000-05-12,89.5605887682224,90.60658065996233,89.44217459179902,90.19213104248047,5960800
2000-05-15,90.15261485689967,91.95843015011472,89.67895838654819,91.75120544433594,4441300
2000-05-16,92.56034712919438,93.2905673517488,91.770919861568,92.63928985595703,8192200
2000-05-17,92.00779374269418,92.32356480659017,91.2381017744477,91.67228698730469,5907200
2000-05-18,91.96829449122328,92.4024795725123,90.54732513427733,90.54732513427734,4325600
2000-05-19,90.03423812433721,90.45855555521692,88.67247520663022,89.12639617919922,6518400
2000-05-22,89.20536277869726,89.34351267680586,86.52130761544441,88.45540618896484,10839400
2000-05-23,88.6921852360601,88.9290135010429,86.87650187119193,87.15280151367188,7979200
2000-05-24,87.15279155873998,88.85006059724805,86.20547860701454,88.57376098632812,11081500
2000-05-25,88.8500939583027,89.56057893886666,86.97520303737006,87.05414581298828,8278900
2000-05-26,87.66592942113462,88.21852870609449,86.72848420557769,87.15280151367188,4814000
2000-05-30,88.41590319181742,90.27105830343146,88.08039641631277,89.99475860595703,5362700
2000-05-31,90.03424547391596,90.94208749316194,89.73821003285748,90.19213104248047,6056500
2000-06-01,90.7447096170405,91.84990834225891,90.31052440356183,91.77096557617188,8961600
2000-06-02,94.0603325294909,94.1590110151492,93.14262261286872,93.36958312988281,8962200
2000-06-05,93.13273440566019,93.60639103327956,92.75775624212818,92.91564178466797,6998100
2000-06-06,92.59987628498081,93.33009696327242,92.14595532279952,92.5011978149414,4858900
2000-06-07,92.5998694679219,93.46823994034061,92.2051556168225,93.1426010131836,4919500
2000-06-08,93.15245153852737,93.31033704960963,92.24460984980445,92.77747344970703,5723100
2000-06-09,93.15250498377878,93.4485404869052,91.96836297127312,92.58016967773438,3085300
2000-06-12,92.8169661415765,92.8169661415765,91.49467468261719,91.49467468261719,3678900
2000-06-13,91.45519339783374,93.31034837828182,91.33677925014557,93.211669921875,6558700
2000-06-14,93.62614719259439,94.02086113522759,92.95513349011796,93.36958312988281,6420500
2000-06-15,93.54718172708611,93.94189557403584,92.73801834083916,93.5669174194336,5881200
2000-06-16,93.88615289971509,93.88615289971509,92.34314406571218,92.79813385009766,5567900
2000-06-19,92.71898808978128,94.42025392629102,92.58051296355373,93.98504638671875,5106900
2000-06-20,93.80696173967264,94.24216906954882,93.05523998806835,93.6487045288086,6480000
2000-06-21,93.01569670212037,93.96524018185278,92.98602346837873,93.60916137695312,3115000
2000-06-22,93.41133861623608,93.49046723852854,91.78920185924088,92.18484497070312,7490500
2000-06-23,92.30356462486894,92.50138623786694,91.0770706242813,91.39358520507812,4863300
2000-06-26,92.02657793780553,92.58047823493763,91.71006348230146,92.57058715820312,5201300
2000-06-27,92.41233439204254,92.87721502100818,91.79908760489637,91.88810729980469,4159500
2000-06-28,92.18488903709007,93.04541321586979,91.9870673867959,92.14532470703125,5347700
2000-06-29,91.63095064994107,92.2639796699752,90.84955545333644,91.27487182617188,6345700
2000-06-30,91.11659914879523,92.16505328576574,91.08692591850361,91.96723175048828,7420200
2000-07-03,92.06612947440922,93.33218712081278,91.90787226860877,93.2332763671875,1436600
2000-07-05,92.65961187258813,92.83765126346202,91.39355398192937,91.55181121826172,2748200
2000-07-06,91.74970168151333,92.71902798215889,91.29471178529194,92.2640380859375,5963200
2000-07-07,92.85740010570841,94.1828039845074,92.58045004148175,93.74759674072266,3034800
2000-07-10,93.60915288157152,94.26196396464249,93.39154918721452,93.58937072753906,2816100
2000-07-11,93.35199349883537,94.40044775936478,93.15417194024492,93.78720092773438,5431600
2000-07-12,94.49938535570399,95.03350371547037,94.12352428772024,94.40047454833984,5883000
2000-07-13,94.94448676329178,95.19176378892801,94.44004163099385,94.81590270996094,5356000
2000-07-14,95.23126957160383,95.74560546875,94.74660689929301,95.74560546875,5341900
2000-07-17,95.57748837739426,96.21051738041126,95.38955789212359,95.5873794555664,4208300
2000-07-18,95.35002449047583,95.35002449047583,94.53895581742407,94.80601501464844,4262100
2000-07-19,94.61809348016915,94.89504378514978,93.84658905915167,94.0444107055664,8506800
2000-07-20,94.32131119724131,95.34998321533203,94.20261827207699,95.34998321533203,4538900
2000-07-21,94.79606999717322,94.79606999717322,93.49044799804688,93.49044799804688,5656900
2000-07-24,93.76745142412074,94.2323322486918,92.77834328673549,92.95638275146484,5628500
2000-07-25,93.53001715199241,93.58936360957615,92.91677042362697,93.25306701660156,4757100
2000-07-26,93.03544619477704,93.15413908807253,92.19470486726736,92.34307098388672,12062500
2000-07-27,92.38270553759429,92.81791314398126,91.59141898052711,92.02662658691406,7652600
2000-07-28,92.24423209551746,92.36292508127192,89.58353099818804,89.94950103759766,6229500
2000-07-31,90.48356801813298,91.23528983376242,89.92966773293234,90.52313232421875,5265500
2000-08-01,90.91879200210373,91.61116748514847,90.602277495569,91.0770492553711,3946600
2000-08-02,91.07707660543963,92.04640257278683,90.91881930464824,91.53206634521484,7439800
2000-08-03,90.44403689274539,92.30355996096894,90.28577961034338,92.16508483886719,4607100
2000-08-04,92.62006550503021,92.87723356388655,92.04638291219683,92.65962982177734,3686600
2000-08-07,92.87717556048044,93.96519359154037,92.65957195426844,93.76737213134766,4159800
2000-08-08,93.37175238578448,94.20260272481052,93.37175238578448,94.12347412109375,3658700
2000-08-09,94.41031101448347,94.45976638955653,93.29261953783217,93.33218383789062,5383800
2000-08-10,93.3915638689035,93.59927651889788,92.60027758321061,92.87722778320312,4193400
2000-08-11,92.81790778342257,93.68832294592696,92.14531424876009,93.31246185302734,5089400
2000-08-14,93.54981564367469,94.67739853470651,93.09482605606537,94.49935913085938,2966700
2000-08-15,94.53893526030515,94.83566763714227,94.04438129890997,94.42024230957031,5564600
2000-08-16,94.51914605220092,94.9147891918083,93.58938467412361,94.08393859863281,5191600
2000-08-17,94.12352297398333,95.23132400099954,93.90591920081944,95.07306671142578,5652200
2000-08-18,95.19172288102247,95.19172288102247,94.45978319968461,94.75651550292969,4626400
2000-08-21,94.97416446692127,95.409372052481,94.57852120732151,95.2708969116211,2380600
2000-08-22,95.3104543670045,95.78522624429966,95.01372194369502,95.11263275146484,3075300
2000-08-23,94.83567595733774,95.76543748633125,94.49937923408477,95.48848724365234,5483200
2000-08-24,95.68628362208938,95.9038873268326,95.27085836757958,95.78519439697266,4529000
2000-08-25,95.68625901907929,95.98299126743285,95.54778396984763,95.74560546875,2822200
2000-08-28,95.74560837189448,96.7940623478677,95.74560837189448,96.07201385498047,5518700
2000-08-29,95.86435542163073,96.14130568492062,95.52805867335015,96.09185028076172,3561900
2000-08-30,95.78516740785074,95.90386030426691,95.17192077636719,95.17192077636719,3964800
2000-08-31,95.62696546349159,96.91280591759315,95.52805465932992,96.43803405761719,4863100
2000-09-01,97.01168270423763,97.22928639708971,96.22039654841188,96.53691101074219,3191200
2000-09-05,96.14127997745292,96.34899261937952,95.46868666073823,95.76541900634766,3470800
2000-09-06,95.7060707943538,96.19073361668983,94.6576165256269,94.67739868164062,4322200
2000-09-07,95.11262620001666,95.63685344508747,94.84556703743343,95.48848724365234,4265500
2000-09-08,95.1323722438311,95.27084731259941,94.52901658705488,94.83563995361328,3518200
2000-09-11,94.79606193317758,95.70604082485667,94.12346883932783,94.69715118408203,3937500
2000-09-12,94.79610815594093,95.1126227073798,93.9652574584139,94.00482177734375,4769100
2000-09-13,93.68829137534105,94.53892408841953,93.47068765804191,94.25208282470703,7691600
2000-09-14,94.87523386719158,94.914798184901,93.7872151301825,94.72686767578125,3397100
2000-09-15,94.04265642492737,94.08232013493368,92.65442657470703,92.65442657470703,4085700
2000-09-18,92.8924029571342,93.26920817835229,91.5140891216259,91.80165100097656,5109300
2000-09-19,92.09916043143741,92.8527711326421,91.83143031390416,92.6346206665039,6588200
2000-09-20,92.45607528266919,92.67422561044897,90.84969559629076,91.95036315917969,6508100
2000-09-21,91.68267723013318,92.37679224269097,90.51259763753576,90.55226135253906,5972300
2000-09-22,90.5125729074066,92.21811218655579,90.38366586886625,92.19828033447266,7791300
2000-09-25,92.61472774750231,92.69405513743594,91.20666657618055,91.54380798339844,9726300
2000-09-26,91.62316317931848,92.01980024935882,90.3737564086914,90.3737564086914,5302400
2000-09-27,91.10752261764902,91.36533667816914,90.19525748042398,90.8497085571289,7186200
2000-09-28,90.86956586837769,92.86266743314678,90.68116323290201,92.01981353759766,7036400
2000-09-29,92.31728865853385,92.63459835102292,91.14720916748047,91.14720916748047,9333600
2000-10-02,91.56368726837668,91.96032442353535,90.83982446021213,91.28604125976562,5517800
2000-10-03,91.72233635919136,92.49577876308508,90.29444269046449,90.43326568603516,9347200
2000-10-04,90.67122337205247,91.54382482182724,89.95727673132764,91.18685150146484,6148900
2000-10-05,91.00837693464513,91.9206422079059,90.94888137334551,91.5041732788086,4566900
2000-10-06,91.30585531455307,91.79173573488464,88.68805060092993,89.52098846435547,10014900
2000-10-09,89.67968661785126,89.67968661785126,88.45011108262199,88.84674835205078,4508000
2000-10-10,88.90618765229698,89.63996613615488,87.37913513183594,87.37913513183594,6104700
2000-10-11,87.33950075728856,87.97412019966669,85.75295215134327,86.6453857421875,10346000
2000-10-12,87.12134036928275,87.31965892236556,84.26555320489014,84.48370361328125,12336900
2000-10-13,84.36473509161542,87.35934604573715,84.32507137036876,87.29985046386719,11778800
2000-10-16,87.20071367136983,87.7262581135557,86.74458075928396,87.6965103149414,5659000
2000-10-17,87.85513587696875,87.9344633134265,85.29682605120601,85.51497650146484,7831700
2000-10-18,84.16640573284923,86.38757383889991,82.5996889437599,85.19766235351562,10897300
2000-10-19,86.84366902025786,88.49962845464735,86.58585497658046,88.41038513183594,8767300
2000-10-20,87.81547036851546,89.60033765242838,87.81547036851546,88.7872314453125,7373500
2000-10-23,88.80707069076324,89.50118580335295,88.17245115925265,89.18387603759766,5290000
2000-10-24,89.46151474815422,90.07630236890189,88.21210764792505,88.58891296386719,5750700
2000-10-25,88.05347720727303,88.56910567740572,86.38760061145976,86.506591796875,9137600
2000-10-26,87.02219864261384,87.3593402508464,85.05884457114193,86.74455261230469,9345800
2000-10-27,87.4981608383319,88.39059448242188,86.70488648802971,88.39059448242188,9762900
2000-10-30,87.85514139349735,89.54084952407236,87.67665465026,89.18387603759766,10154100
2000-10-31,89.4912350723712,91.18685847374243,88.88636356661887,90.72080993652344,7752400
2000-11-01,90.27459865401885,90.90921797671844,89.62014747748488,90.41342163085938,6753600
2000-11-02,90.84973385283631,91.32569840478307,90.44318079804846,90.56217193603516,11395100
2000-11-03,91.0480485625172,91.22653526194274,90.35393362030676,90.61174774169922,5187100
2000-11-06,90.84971610029685,91.57357871493576,90.77038869047341,91.24635314941406,4042500
2000-11-07,90.83981841128805,91.38519446331522,90.47292906719706,91.2265396118164,5231300
2000-11-08,91.42486529861253,91.42486529861253,89.20369720458984,89.20369720458984,6123300
2000-11-09,88.84671477488284,89.62015715796775,87.10151144894763,88.86654663085938,10635300
2000-11-10,88.21209314735461,88.50957097946124,86.64537656492632,86.70487213134766,8569500
2000-11-13,86.07026521815524,86.9329510561713,84.41430504633128,86.03060150146484,17285300
2000-11-14,87.24033918834867,88.60873732519705,86.94286133251207,88.29142761230469,7668900
2000-11-15,88.25176681470722,88.91613404803142,87.41882879083808,88.56907653808594,8837700
2000-11-16,87.94435830328875,88.76738026057514,87.1411682003948,87.18083190917969,6684100
2000-11-17,87.14116758125179,88.21208771083477,86.14957486867496,86.71478271484375,6551100
2000-11-20,86.14960985648383,86.54624710260023,85.2373441904161,85.47532653808594,5458500
2000-11-21,85.59428851690319,86.42722644964414,84.73160280085007,85.9115982055664,7684300
2000-11-22,85.25716248857675,85.59430409413754,83.84910048888172,83.85901641845703,5736900
2000-11-24,84.80103558908333,85.65380559149926,84.80103558908333,85.57447814941406,3411600
2000-11-27,86.60570993210949,86.74453291574237,85.87193130433572,86.32806396484375,5992000
2000-11-28,85.75295610325311,86.68505345220152,84.81094282506058,84.84069061279297,5336100
2000-11-29,85.27701616845589,86.24877751549178,84.5729849884605,84.68206024169922,6914100
2000-11-30,84.08705753044347,84.72167683256002,82.34185444962294,83.94823455810547,11201600
2000-12-01,84.52335677375694,85.07864865307772,83.13512707545497,83.9085693359375,7587200
2000-12-04,83.69041576971068,84.95965430271103,83.45243354477311,84.62251281738281,6996600
2000-12-05,85.59428050173419,87.73612069964598,85.29680269646866,87.39897918701172,8883400
2000-12-06,87.43861769354358,87.79559095697833,85.69341507230706,86.00080871582031,12888000
2000-12-07,85.59427352951653,86.2288927957224,84.82083129882812,84.82083129882812,6529100
2000-12-08,86.98251093977225,88.50956368540893,84.95966184814965,85.01915740966797,10276300
2000-12-11,87.18083166151675,88.56906146504409,86.76436272045855,87.97410583496094,6405600
2000-12-12,87.69649512697082,88.0931323731353,87.18086670695696,87.59733581542969,5022900
2000-12-13,88.37074576624907,88.46990504112144,86.32806470387841,86.39747619628906,6070500
2000-12-14,86.2289112111464,86.62554833723263,85.05883168919202,85.29681396484375,7678400
2000-12-15,84.74285772892947,84.74285772892947,83.11165718109561,83.3702621459961,9065300
2000-12-18,84.06647608042718,84.96164679117474,83.87749559704713,84.48422241210938,7235400
2000-12-19,84.32508734936984,85.91650206698003,82.76351165771484,82.76351165771484,9616600
2000-12-20,81.87828373672939,82.07721056796537,80.26697640371795,80.36643981933594,9994300
2000-12-21,80.20733264484237,82.0275139288213,79.9089422704196,80.92346954345703,14331500
2000-12-22,82.11701048348002,83.45976683222878,82.01754705023936,83.35035705566406,10182900
2000-12-26,83.29061985849067,84.24546813964844,82.93255175305652,84.24546813964844,4665300
2000-12-27,83.867548503062,85.13073382800138,83.54926558654184,84.8621826171875,4854100
2000-12-28,84.54390078065661,85.22025198690187,84.40465200290024,85.12078857421875,8358700
2000-12-29,85.33961017566844,85.47885895684085,83.50948333740234,83.50948333740234,8774600
2001-01-02,84.02670408024018,84.12616750836547,81.20194272148211,81.99765014648438,8737500
2001-01-03,81.67934491546066,86.57294424551505,81.26159863118772,85.9363784790039,19431600
2001-01-04,85.89661518247334,86.23479083279803,84.66326869305385,85.01139068603516,9219000
2001-01-05,84.96164856732152,85.0611119817061,82.2363510131836,82.2363510131836,12911400
2001-01-08,82.6739827346985,82.87290954589844,81.28149505629885,82.87290954589844,6625300
2001-01-09,83.4199668122256,83.70841071797909,82.3855472881441,82.65409851074219,5702400
2001-01-10,82.1170088408009,84.10627746582031,81.99765272329974,84.10627746582031,8746100
2001-01-11,83.44983775133446,84.97162859471398,83.44983775133446,84.18586730957031,7245100
2001-01-12,84.46435729662578,85.12081603209178,83.56918629371759,84.02671813964844,7244000
2001-01-16,84.02670212707304,84.7826241632541,83.71836550705183,84.56380462646484,8542200
2001-01-17,85.83695348595138,85.96625596513069,84.43451890408357,84.95172882080078,7851400
2001-01-18,84.94177931730967,86.38399922375112,84.62349630347433,85.79716491699219,8107000
2001-01-19,86.69234887205721,86.69234887205721,85.22028971268772,85.30980682373047,7782500
2001-01-22,85.45897784309308,86.43371944325871,85.02133875730442,85.87672424316406,7050900
2001-01-23,85.59823630492293,86.99072446233511,85.39930942529263,86.55308532714844,8463100
2001-01-24,86.73211290899708,87.40846424819568,86.47350798518585,86.81168365478516,6199900
2001-01-25,86.73210615512559,87.36867207186046,86.35414514206427,86.59285736083984,10818300
2001-01-26,86.0358763750036,86.65254970855854,85.58829089097179,86.493408203125,7136800
2001-01-29,86.25469900308504,87.14588757981873,86.17194230909298,86.95492553710938,6705900
2001-01-30,86.76393924053949,87.7951729512552,86.43928439588797,87.71878814697266,7069100
2001-01-31,87.46414795068146,88.29168553660702,86.95490301770371,87.22225952148438,9706900
2001-02-01,87.27320295425324,87.81427822922491,86.73211796605518,87.80154418945312,8239100
2001-02-02,87.46413970444023,87.83972091995405,85.77724416823924,85.80907440185547,8276600
2001-02-05,85.80908363633351,86.53476836005085,85.77725339929182,86.43927764892578,4352900
2001-02-06,86.12738851069591,87.01857709543664,86.07646206110687,86.18467712402344,7106700
2001-02-07,85.7581709096642,86.19103112031277,85.09613684096784,85.73907470703125,5748700
2001-02-08,85.80908264183492,86.1910163422349,84.72692258753158,84.7396469116211,5943300
2001-02-09,84.88605580776495,84.88605580776495,83.55562586465038,83.92483520507812,9913000
2001-02-12,83.83573817896281,84.98155889320176,83.83573817896281,84.88607788085938,5804400
2001-02-13,85.10888697726492,85.40807382606853,84.02672653274635,84.19223022460938,6587600
2001-02-14,84.44044420906077,84.44044420906077,83.17368456266796,84.06487274169922,8400100
2001-02-15,84.56140153696495,84.99427134717828,84.0203264157278,84.87968444824219,5929800
2001-02-16,83.39011442220088,83.57471421847787,82.30795457463364,83.00817108154297,6434900
2001-02-20,83.41562569406562,83.47928619563301,81.54412933466756,81.72872924804688,5760000
2001-02-21,81.41680107141222,82.01516987285615,79.88904153683526,79.9654312133789,10910800
2001-02-22,80.43013394604121,80.55108307146213,78.31036745180458,80.08638763427734,21281600
2001-02-23,79.62164720868999,79.91446687837366,77.5337122724333,79.54525756835938,20173000
2001-02-26,80.07998340301317,81.23853302001953,79.25244588088927,81.23853302001953,11503700
2001-02-27,80.71657566151777,81.37860006804199,79.895404888682,80.48741149902344,11415000
2001-02-28,80.68472246484046,80.74201106086063,78.46947114309766,78.90233612060547,14825800
2001-03-01,78.96600797476535,79.31611633300781,77.50190434833245,79.31611633300781,14672000
2001-03-02,77.97931697137541,79.98450037910462,77.85200574345471,78.68590545654297,12564300
2001-03-05,79.02967889759529,79.43071377501823,78.8132439074366,79.4052505493164,5293200
2001-03-06,80.43011042340308,81.32130376475034,79.88266329328746,80.25823974609375,6917000
2001-03-07,80.78021217420302,80.86933101001132,80.05452745027112,80.83113861083984,6371700
2001-03-08,80.58927097907555,80.99667291320246,80.29645114246021,80.9202880859375,6055000
2001-03-09,80.27099978431859,80.27099978431859,78.36766813656276,78.52680969238281,10020300
2001-03-12,77.87744634971298,77.97929919411936,74.95561208251065,75.16567993164062,13972900
2001-03-13,76.00597461831754,76.66800378229092,74.8155945557001,76.40064239501953,12888000
2001-03-14,74.51004444352749,75.93595077442329,73.68250678750228,74.89198303222656,19883400
2001-03-15,75.40121768102935,75.6622119923271,74.7073632845558,74.91106414794922,10370300
2001-03-16,74.7617040059608,74.93404226235462,73.28089520765522,73.40855407714844,58514600
2001-03-19,73.88728268091016,75.11916308425488,73.2872980158512,74.90214538574219,10067800
2001-03-20,75.25320986930447,75.6106450962574,72.8341281847429,72.89157104492188,15083900
2001-03-21,72.87879356929804,73.56813697698352,71.42351628842124,71.6532974243164,19004600
2001-03-22,71.50014560887868,71.8703492922975,68.95979314887553,70.92569732666016,28624800
2001-03-23,72.28517295393046,73.18514963014461,71.16818352638629,73.07025909423828,12861700
2001-03-26,73.8489684655518,74.21278774471115,73.2553680764299,74.00215911865234,9943800
2001-03-27,73.79790060966499,75.73188732001012,73.58088297959627,75.5148696899414,12880700
2001-03-28,74.61489684271724,74.64680790545079,73.33833746087328,73.42769622802734,10953300
2001-03-29,73.21070234735838,74.35960811154983,71.57670736689867,73.70856475830078,12060300
2001-03-30,73.75326472843577,74.48090362548828,73.08306870077082,74.48090362548828,9183600
2001-04-02,74.23196288537484,74.92130155597125,72.63626295120677,72.89157104492188,10561000
2001-04-03,72.75114413841995,72.85965055119375,70.24908326406293,70.459716796875,12836000
2001-04-04,70.57463926245921,71.55120715808103,69.76402557704431,70.75335693359375,14884300
2001-04-05,72.31710006049376,73.71492944872304,71.8064742954067,73.43408966064453,21522800
2001-04-06,72.75750258283037,73.0191996006735,71.52562255107082,72.31709289550781,14937800
2001-04-09,72.76393310214279,73.39582905241112,71.98523058277634,73.12136840820312,9034300
2001-04-10,73.68940641531427,75.15745201182847,73.5106888372389,74.4553451538086,17873600
2001-04-11,75.8148949828528,75.94893319382612,74.12983623106,74.50642395019531,12722300
2001-04-12,74.23191757042913,75.91697528269034,74.01489997962221,75.85952758789062,9233200
2001-04-16,75.5021058327697,75.88507267647563,74.6212816052773,75.06169128417969,7350000
2001-04-17,74.87663539428628,76.37659749341938,74.69153358482538,76.12128448486328,10924700
